user_id	ad_clicked	attention	log_id
mhnja7p10omgbqq9fovqrshmk5	0	5	20180118192646
gseesgepsjqp0jtso7dntn10b1	0	2	20170311034236
q8tn20iomvha05v9nfgkaug2q3	0	5	20170301172144
k5ott2m1nh3v2feb1p0dadfgp6	1	4	20170214001751
en8dmrre30g7envscsu2e047k0	0	5	20170211020903
944khgjhldnsud0g7ob3usrdp3	1	5	20170201035028
6lvrgpbefri0bd2u9hi25du7j3	1	5	20170131135948
3i6dhriqlsl1nbopmjihdtg7t3	0	1	20170106000236
5cv3n8vq27vmbbca78mn0odkr2	0	4	20170102023150
j6aullp5fqrbuuc4o6r4khd4h1	0	5	20161225053935
2ojvqghjq65f6dscu1m04lih54	0	4	20161220170624
kt1bu6eionei3jpn42qtavigt4	0	2	20181001194529
m98csej2tpubm97mqmt7v4mom1	0	2	20181001193012
1754gfk3jhtl9lvt53se6sft41	0	5	20181001175811
rakrletm411a76slnu3gbeh057	1	1	20181001174618
51g7uh5kiu3748lintglq7dli1	0	2	20181001145318
ok36s4r1vhrkng04s84f8odkj7	0	2	20181001143922
dr1ff0v0cgd1o6g1ki1pn09723	0	4	20181001140107
kavnbpcgtq00u9s6nhrrtegfs6	1	4	20180910191745
b5tpjl42oman56peli6ll86jp2	0	4	20180819011502
a7l14njo2jpvdk9mh0vpnhe9p4	1	3	20180710085346
d0n5ci5r8845gur4tbbsl8nvj3	0	5	20180126084115
f262g7403mcgv1not7v0mtuqp5	0	5	20180119003551
jn96usbcm727utj1daqn4evqn2	0	3	20170321181329
vci2evabtgq0vl1cm9pn8h6u15	0	4	20170314135527
gtil1j1rpscpq1lvanp5oto6o4	1	5	20170227212956
8e129j58htkgd1782ullr2nrs5	0	5	20170227064131
q7dq4faq9s5dtdvmeasv5icmv3	0	5	20170222232934
e46q218i897k9m0c6en3ial3k5	0	5	20170219230142
uhcb8kf7209e8jesmancf7n0d7	0	4	20170213202833
uvqgdevudtjjprgh0pb3oquqk5	0	3	20170212173648
38qp1cscufp0n8rrok4jqc9ac7	1	5	20170209052041
9usi44tnqejhu7n5bn0lptu2l1	0	1	20170206032632
ivht3iedraujrsp52qpt0ijje6	1	5	20170203153333
8cbgnvue35605n0a9s22sgc114	0	5	20170106163321
niev1c57fckn492ubr6fgjbii6	1	5	20170106150917
u7a4131670usst9brp4epppl72	1	4	20161222054809
podma54c68bp0ffst24qh4b4u2	0	4	20181002050717
3m8bgapootcbr22k8auk1ovmu3	0	5	20181002022118
6f09jqtglleu5gkq7kahrnc5b0	0	2	20181001201510
kue5u2h55qc8fsojnc9gq25787	0	5	20181001175035
7mvs4n17ee838mpjijuop6a9m7	0	5	20181001170752
ctn2lnoe69kmtu8ffbr2l66ep2	0	1	20181001163130
7dmehlc9sopvtl5g76gp797a92	0	5	20181001161917
gstoepthcnaekgd5h7o3iajmo5	1	1	20181001154539
70eslrlkk8k983mmvpd5bvimc4	0	3	20181001153631
33ksmt8rhluuj9rejpp4m2h457	1	4	20181001150638
2u2hqcv87drb8foki30d2ca4r2	1	4	20181001144921
ic32oc3lp257vil730im4mdsk6	0	2	20180919205413
t7gpovhog8qt8i6qc50aaqase2	0	2	20180910040938
1l3sk9s79it9b3dd5bmf1ctt05	0	4	20180904225719
84gcdptdrge5vbn8fi2rikou13	0	2	20180820015025
ljt06cmt88mtne1qikan2987k2	0	1	20180516221234
89rguteih04v5jot4imdpv8t87	1	4	20180126172333
dd5o5v03gq9d36bf9q7913fsh1	0	4	20180118112247
n9k7l5n6743b4scmvleu0qkpr3	0	1	20170313042445
mvv2ulk452sla5b6vf4envv2f6	0	1	20170211163943
4s0e359nitrm3o5gq26fsff8j7	0	3	20170210141144
cvuvff8ml0vqqdh4ar2scbg085	0	4	20170206042528
vljs8sd72d5ae84f1mje5j0ks0	0	5	20170204233646
kda0kraoa6ab6slmvo7l8d2ce7	1	5	20170201212932
7nsolsc9cdcamt6u1sbigag6o2	1	3	20170201113647
uj848bmklvm4g6ibunr41ffo03	0	2	20170131130053
3rcuchlvkd7u626o4k4dgqr8l1	1	4	20170106193745
640e6d1sdv38vg262s8ieitnn5	0	5	20161231072730
jqc8n38o30ctgkt23gddpkbcj6	0	4	20161224041138
s4hlrn7lnlhc0hnrqcuqhu7ir4	0	4	20161222151016
hc1im9fle44no3ffrcjbo8tn17	0	5	20161220174659
1oon2qf43ukis4idmm062kv1p3	0	2	20181001234610
un32sivj2tlstvpjodpigcatn1	0	2	20181001153403
7bprma9ahu93sugu9pp4g8ovd4	0	2	20181001150942
qac8t9vpfg1d006f2vudq9u6h7	0	5	20181001141944
anh17b90d3etsbvcm0ttu7tb51	0	4	20180706004551
7tvjjd938nvmhgauh1aqkgqd62	0	2	20180619201234
22mosbmhc0vngpivt7r3prvtc7	0	2	20170404155434
mh750h9dc0kj8dhvpv3ifbol86	0	4	20170402174635
835ivhtu2ddar88f3l1cl0j0l7	1	2	20170307024606
m2nnseat2m4at5qcn2k4iu4qm1	0	4	20170224042938
ia44d8o3lnm3opgkthjmp1iie3	0	4	20170221173240
ql8sbbnl96sls7hi4dl8ie0do3	0	4	20170217001926
vl66d1t2q7v3ciaoa4qc5aots4	0	4	20170214183515
54ue770avcpasrh4cf6tbkclf7	0	4	20161224131510
6h8gs5hhsghg3k431m9k67gkd5	0	5	20161222071539
sii17tbf3lkg72a1207qd6am23	1	4	20181002143144
0q8h42qjn70jrk0v3tn08115i7	0	5	20181002081012
9f6s9vlv6k8gkbp06mu2miqq20	0	1	20181002050851
m656grlp15mk9rkoudcohea1i5	0	4	20181001193125
ht6t9utqgbndcsrjo6e1ghffa3	0	2	20181001144024
nierc7525g1pskufnfo1rd2im5	0	4	20181001143406
vohaknko9n67u03s752ag7kjm7	0	3	20181001135734
v5engc1i8aqf791d4fhc7mvfs3	0	5	20180929183148
6n0j8cg4j1v4eaqmfakdi5g4r4	0	4	20180811234930
9n2p27sn26amcckdvrds2nk8q3	0	4	20180726141807
pl5pbiulgldn27ds67c4buru22	0	5	20180717101024
0e572sjttucflg3r2u45ubf735	1	5	20170425141235
cm19k4jnsiv5vc6ap00evkj1f5	0	2	20170304121256
4j1hl19g32a1pns9qjeqplths7	0	2	20170227044924
1d5qrn9rts1nio76e0mgn9cur1	0	4	20170226092727
gqksj2ib65kk5f88mn2fq0bq53	0	5	20170223231440
e09cmnahr6aal1sdk7u8lmc9j7	0	5	20170207235508
u0ne2ps0dnfap0g5gsn58odfi7	0	5	20170202152937
822uae7h9r7o1jljtpi6f50g63	1	4	20170202151938
436rvgs650baokovu4en6o3a67	0	5	20170201204314
gb5smv5ramiba2t4l4uiu4add5	0	2	20170131222755
2tqal6mle3logtmjds18v08vv2	0	4	20170131193313
btqqao1dupk6avqng14gg1qri4	1	3	20170131154001
lk3ij6llk9gsfr4oa39prvfnu4	0	2	20170131145935
fnt7ljvv32o0iuf4o4o7h31mn1	1	5	20161229201239
49rffjscmukou6vm8i9788g6n2	1	4	20181001231800
sosar9rjcgrvd4aa5j6fubh9u4	1	4	20181001173534
snkod4qjeecfmd0ael50un4467	0	4	20181001173228
1a3luiuldobmdnbdlnkssb50r3	1	4	20181001165527
hh9hflgfqfpkujg04pck3djmc6	0	3	20181001164915
pmkjjibpvljg8en0v2duhcvad5	0	4	20181001161634
l4sgcc99qrsfqpsk7h3hr3fck3	0	5	20181001132854
rg2ajobn88nph1ge2bt7nvsju0	0	5	20180721224600
093nnvmtcvrsp85pli3icvlrg6	0	2	20180127013426
49euoi34jhb799dg6dqdi8l2c2	0	2	20180126023538
4e0lmfv6mviqljlv68ss8ivak7	0	2	20180118134342
9evp5b4la3q53ubuc91n90uoo0	0	5	20170425190705
pt8cq14f840m7jhkuq0ba23c64	0	4	20170311202527
l3a5g327ce9f1c918rj3p0cvl2	0	5	20170310200349
7d7lqrmv2lqclu7abgd0q7bdt3	0	2	20170304114551
k3joe90uqtaumfattvcgv9ppj1	0	2	20170303123326
ud9gbeh4cm2n4023j8a0eehj36	0	1	20170227021519
so3q6d3ktjal0cl9phcpsb7cd2	0	5	20170222223400
rccg1954m10a33790m3h3jqse0	0	2	20170131180121
le579gn2jf7j5b6prqm7pfim05	1	5	20170131134842
vfpjkd9hehkhrr86s7thr2leh4	0	4	20170103010808
m0tuhn35appg0vv44ek8uj0kd5	0	4	20161225232627
855dq17vgt1a07im5ln2lai206	0	2	20181001211528
sr7mijv7i60s5t5bv80mflvj77	0	4	20181001211317
efte23jrhsgeucmodjuql4dmi4	0	4	20181001201437
1rlfq626218si8schcti908nb6	1	2	20181001164850
se292kmq6l24082v7skj6jmvj2	0	4	20181001163524
ru2c2h2aqm21tthl104akek7p2	0	3	20180901051944
bi1q9kbg66l5ge6m66h9n5j121	0	5	20180623154445
taov7vbaalo4lu3vsr1knae7e5	0	5	20180620133802
oi9qv8ag8775nmsb70m2v9uit6	0	4	20180509232643
9rcogd2j5c4o3ecen50dbb3ci3	1	4	20180118132444
uodb2ebqtrofg9aird09lh6o32	0	2	20170228192428
u382jh7f6o13gfdm476aps9fi5	1	5	20170218022533
ed4rdgcdd47t7drejh6ur1fln6	0	2	20170212203720
4rs4045kdu08aaeao2q28pduh1	1	3	20170212140338
onsu88j5fmdd2hhperdiif1he0	0	1	20170206054206
pjgd50f7g6unbocf242odbhlj2	0	2	20170131231026
16u791dfh7rdbs8jcnnask3ru1	0	4	20170107021615
v52u93a0ka0va4uct6lh427m11	0	3	20161227035528
s1ubv31is7t5hjp1bki1g16nh1	1	1	20161227022608
fbl8deo60kuhv34p2dfch4qm15	0	4	20161220190055
bdsmi20r25i6cjth8vg0etols5	1	4	20181001175715
2bjhs46jv6b146v1girjn4gur4	0	4	20181001135428
duntp3eq1urbkrrthkksn03g74	1	4	20181001130735
fe3ad3lhg9h8hvunh8hfl8u4j5	0	5	20180918091208
c56c7f64r1ro3momg18icdrjm0	1	5	20180904200856
n3768055t2oia0brtf5mpif4g2	1	4	20180904131445
mv9f037qn2v6m4fjelackq8dq5	1	4	20180817191952
696718a8amhie504d9s8ppphs7	0	2	20180808124105
gtu34uo6re4ncgjfrsuhd9ov74	0	4	20180727084253
jvr7uf41f1i6von9lss61f8v90	0	4	20180719122941
09eu8bafgefmmd38o6a9jsuks1	0	3	20170303135008
nsd8kic8uanove4241mgn416i6	1	5	20170203151942
92ld0f9gr778h6ncttsc4dhmt6	0	2	20170202012719
9l7phn4d1pusdsqjjbdla30oc6	0	5	20170105033145
nnc9bqca8v0u0tlk3tvse51p83	1	4	20161230075853
rt2pudu4mfsgp9ntkpqn5ubln7	1	5	20161229005934
32jvc91dresjpscmhlmm56ajo5	0	5	20161222005826
ju43ur04s9cbeqq7ue0qt17r62	0	1	20161221023426
84ma356so07qpglsnc58vovak1	1	3	20181001180546
6gt5j695kgec9jthprb8ubr185	0	4	20181001163207
2bunt7g3vulko6lnto3sf5sv51	0	4	20181001160333
ksdkakfu4s0neaaf9tkbgumfq0	0	4	20181001144533
cs3sgba8un5nclek51tefqskt5	1	5	20181001133535
3vl43101lirs1p5906ljnhhs57	0	4	20180925203654
9ibc7ugseoogftkeqk3un9c531	0	2	20180923233800
5j87to22b0cm5ltiuosb945585	0	1	20180902145323
5e7tdo92pfmlnavokb7gfs0880	0	4	20180822211207
mllmlmtgnhmdb67stbjqfjoq44	0	3	20180722040510
fquspodlfh4odsj4j1qrfn73i5	1	4	20180126050731
pr998ccfgopgdmu97l09jpr4v6	0	5	20170425114621
32b2bdfq0rt3loopvk17e9tl40	1	4	20170314160336
gi8mq8o70esar18cco5bu1ite6	0	4	20170228231805
kl9u8u4aac8vc42vrss4eko502	1	5	20170222184750
6b7q4l2d11tk91oltmc8857j57	0	3	20170219162554
4jf5kr5mohg1o97dlantjfnt76	0	5	20170216145726
go6tukhajemcq8j2psrfa91h85	0	5	20170207075756
blrajfk13ldk491fhmhqgefoh4	0	2	20170205151949
bmpbdevm16e8lb46g86t70ke30	1	4	20170205063001
le4tlgf2gbegqgevf1cbjd9eb0	1	4	20170203150101
b27kf6g3lec5b20tb941llg7b5	0	5	20170202012119
73gjnkrfthrcu64mhk2upi3as7	0	1	20170201233856
l3tr1mgs5klh84vrpjc3938s57	0	3	20170131130303
em1610qlvlr9p6gcv5keflq0f4	1	5	20161231043959
g1flb8t5e3q8vdg7o85b4rs533	0	1	20161228025545
b3291nhusjlvsqpc5eokuvv401	1	5	20161226160121
eblf4vhb6lk229taavquik9k67	0	4	20161224115515
n21dbkp7ci1tf9b8knlnn3ba33	1	4	20161221120547
rol2cc2n29oav19nt8qlcnma34	1	3	20181002094823
thpuumc85prc11tf9psphd01s5	0	2	20181002091502
5q9u95h0sg5i3c9a0g5d25qmq3	0	4	20181001174422
00taeoqet454fvnfidbsaeb0i6	0	4	20181001171653
m3ho5nv1os72cblk78n6aibcg0	1	4	20181001150212
gp7a7jnl9safu2iehpv4l20113	0	5	20181001132239
f005ok1vmj18hiceh8f41amur0	0	4	20181001125540
kmhdmtdrrge9f0nnnter243qo7	1	4	20180924234245
7741cgfm4mqkn1t5vv8649t0l1	0	3	20180921105155
91gclqs0cp5e9qe4dmo9873895	0	5	20180921052234
4i1krt0hn95unv9h1l0ipru4r3	1	5	20180901211020
g6rci6uo5l78qqao2s589hftp7	0	5	20180730214234
hb0lpn3hcvcv8a9s9sb1hpedd7	0	4	20180718151435
do4d3nfm1i14uacds7rnd240j0	1	1	20180717162224
oh5kaqbu6ajjlmev0s0idgh5c1	0	4	20180716085223
3ki13cdve66trmc13bp4h1t0l5	1	4	20180511082159
rlobaktjnl70nisc5815u8tua2	0	5	20180126123152
js2591c7rfmo6u1ja7n1sv1d26	1	3	20180118133529
ecqqj2846n3kivtklhkdtug2q5	0	4	20170321022059
ook21q5s3lvnvgsjq75h9c9lc6	0	4	20170313224213
qgkg2bqflqgcm3jer56phm06j0	0	4	20170301172454
otaoh256lnsb1a0c9sfh95r2k0	1	4	20170301160301
dcqposur18j32ncuavreakmn85	1	5	20170224144406
4u7ej7ep6etaf38r1hs780fd02	0	4	20170213210031
4f06ru04nsjtmrc1n7q3tjtom5	1	5	20170211072012
tlpv1a2v29o70effq0c083nu56	0	4	20170210205544
ljnau5h8g30cn0vb07ib6nmli1	1	5	20170210193028
aprqk21dglohvf4casa9eu4tr6	0	2	20170210135720
soph5q6nmjd6fshtntluf8hor5	1	5	20170131235138
bprcd0jmf87gt4dqj8adffqd26	1	5	20161230223822
kef11o9q8ag72npb4g3qjv7sh5	1	2	20181002050029
v92vtjhigqkedoesl7tdkm0rh6	1	4	20181001210616
oqbf7vq29vqfhe4q9hl4aff8i5	0	4	20181001193249
1u858hd3ghvtn762tjddop99u4	0	3	20181001144352
hhdt11hom8por5brl6ckio2585	0	3	20181001133838
erchbfvh1lqrd0dihshabv5od7	0	5	20181001133550
u48a6u2kdb4g9v7j9u6chlmb01	0	5	20181001131417
ih0mm6qubu1ak05e2g8eqbr0t4	0	4	20181001130333
l8gvpc2usboleon7htm2tahhg1	0	5	20181001125735
m2spd2olkqtpenk4t0ccm7ed24	0	3	20181001124548
4vmgh3r46kgnbbefbn6b91d767	0	1	20180930190502
vns82e1q33r2sstq1bpve1q5c7	0	2	20180828180057
vqng91c5qaj35vbtsrcv1ke4r1	0	2	20180722024301
2ccf1l93qfmsq2a4rv8qnoiph1	1	5	20180710022113
932aaq3semu1l1qfhu4kccirr0	0	4	20180623215136
om930091abjnu5nsg9hdqk84e3	0	4	20180621031757
vt9tjbrf0uvq0f3pi4nf71p274	0	4	20180126011911
mfkv8k1i63c4jhrhtq9hjp9n42	1	3	20180118140821
n83gjvlpdeu9dqmur091873tg7	0	4	20170331213812
83vvklf5hka5701gq8066feer4	0	3	20170313062726
5elvur049jmn114hi1lnouqcu0	0	5	20170228232818
0p76qq0p14s9nj5svfg6usn490	1	4	20170227225954
h4qnov8d0ba01jj47dhhd683m7	0	4	20170211165139
4dtjkt1mrfq8sagispiupcuca5	0	5	20170211010419
i04dsa7og0i889fpab4thoau71	0	4	20170210193900
ou78nd27r3dalpfv3r7kjjfpc0	0	5	20170210143726
8sk93nnv8icpprkh64ftpn85t4	0	4	20170203161154
pcgnra0nndlfde5l7mf0mo8892	1	3	20170131161640
36p7ddkd05dop970tpg5mqrr45	0	4	20170105161520
dm7pu07g5u94hvpblonlribt22	0	4	20170101063337
ig5l9mac1du0j2gajtq2i209q1	1	4	20161229200353
bc0cd6augu67ubu41q8b305bb7	1	1	20161228044211
i3bcktjnnvr9j2sjtgjm0dpc21	0	4	20161221005658
me3ddaojp8dua8qri0vat2cji4	0	5	20161220210700
sd0dhkaqt8eje6lboivqlo7510	0	5	20181002063128
vm9hjpplldr3vsfv0o8bgeurs6	0	4	20181002050814
1ghi2q8l07tmcld147gs8087h7	0	4	20181001202903
k3e9egvikb6093smarnrthabd7	1	5	20181001184130
3erj3ee0466ltptd6d8tmopcc6	0	5	20181001180533
t960qfv2optkn4d8tf9huit3f5	0	5	20181001154216
35i2ji1ptvlpggrjuvrnmj83o6	0	2	20181001150749
f7bt3pu0a671a8kla4kh5odl41	1	5	20181001134323
0ngd1t8vmmt0pers3ssj6mbsn4	0	5	20181001131802
tabuia6rbbl3908glpuec4cii6	0	4	20180901004721
k1lpu7s4l24s78r43p73vdq5k4	0	4	20180725163456
prfhq79aoeabm18c9ie3rfs3g6	1	4	20180118162110
llssnrcchmdcegkks3maumj6g2	1	2	20170331001444
co0hs849i6hpt3n4n9o1hvrfk3	0	4	20170226214016
gq3gb1l7685fuu1b0ec7gr9bm5	1	5	20170211214438
mrdg8t1cl2cf1od9h2jpl2l5q7	0	2	20170211035124
oo4pouovl2gt07qu4t8345ghf3	0	4	20170208175425
i36lk2srml57fpr2vm385i16k1	0	4	20181001160541
sh2p7lod09mf9sgfc06qveb1d0	0	3	20181001144946
7tam7u0h7a84fgdfv3f5k5la81	0	4	20181001143236
bmjkci52veett5ei22309gt4a0	0	5	20181001134645
tp3fb4nirqi2d29257p2q8fcp1	0	4	20181001132630
r8s2rp3mp3bsinvupi8sd4pd76	0	4	20180921005037
epahgl6so8tvd5o0m8j11sohc5	0	4	20180904235656
690m06bes7jbm2qt3djgfoet43	0	5	20180810210049
vjc51cnfm016rueb6d0m4rua01	1	4	20180126182011
s8of3lvguhj6ott9m5ehiq0ov5	0	5	20170316123146
vc3jelcvb7bqpuvr7agbm3o5l4	1	5	20170313202702
9ml95doo0e55adllhvqlf6lcg3	0	4	20170313041434
sc6kotcdfv8lunrns0su6f1217	0	4	20170310100201
mejpavq59pkfi98cap0vo6q7e5	1	4	20170307080025
ecvmha3fsqr15ekjpkqnu5l6u0	0	4	20170304161820
6slgah03snoqreila29ubkjki3	1	2	20170304040314
a1afolb6ed3emff4nec1139lj6	0	1	20170222123633
fmi637liessholsoq53guno5t4	0	4	20170213190403
asn8112qjote4spnifj2lkiau7	0	4	20170212202909
1g4utfahi75qq72jmnf48rnqg3	0	3	20170212133614
pbrhkq4fku7973sokectmg4715	0	2	20170208160435
fgaog5oatgba70mpso7gc0dcd7	0	1	20170206145708
370sjl18a5kcjgvb0l2frc71c7	0	2	20170206054415
uf6g0a9o7uag2v65muek2kuan3	0	2	20170202172259
16jd50r58do3uq2e3fm04th8k3	0	2	20170107030015
aheaplsa5oekin98alnr9kuej2	0	4	20161223201128
b6b888k4mdc4hu316hd4ld2700	0	4	20181001230550
ajraufl5eq112mvpho7flofl92	1	2	20181001161911
h7fld0me6mf4v1smtr455i2oa1	0	2	20181001152134
gll4djv1bc8nrrm9ue94ecepk5	1	5	20181001131548
1t7ot00r8gi1hhj9funjh9f2u3	0	5	20180929222151
bt4sa37ir15c1j9hquhqjnfn97	0	5	20180906182609
on9mnra720b28mj8hrq7iqmpm3	0	4	20180718125115
vp2e55l8m6cums4libjeknnpr4	0	5	20180126152435
8ams0csptjlrts1egtae2ekaf3	1	5	20170425192339
ua0chsgkvfap859cpk46gl2a24	0	5	20170425165428
82pt5mdb4l1ic7fgmvkhlrf2k3	0	4	20170402090824
9dn3gukskr5hr36ohvdqv87ib4	0	4	20170322075451
tva8n1glsq40su3aes455hksb2	1	5	20170307081018
j1h7v1c7i77ct1n5sk5b3dv5c6	0	5	20170215220054
2h3antd8imtdtfuvc3kdc36df3	0	2	20170214212553
rf4b9ckjfjnvnr83ginpbig2m0	1	4	20170212140924
fp6ggq7n1u74rtljc7lvks9re0	1	5	20170211064520
iqfdkd1rt4g742gs8dn04lrg06	0	4	20170131173729
utm95scls6skm13pb1jcut5d44	0	4	20181002064730
mfnmnaek5ensgbjmvjn5mbvgb7	0	4	20181001225002
t258i25c7c237k2icpub537rl1	0	5	20181001205805
sc3hn4to26r4sagretuvf9dmj5	0	4	20181001183942
63rqr18lq5kumvo32bm8pcni21	0	2	20181001174637
j2v6pi3mianvflq7pdpqlqgmo4	1	5	20181001153618
1d2m04243ludun56de1le16vi7	1	4	20180930050031
40lgqim15u0g03iamhjcgm9gm6	0	4	20180907013921
77fsbrgb9ctul5bbkrmc45m157	0	3	20180823145038
j6gosegj7pu6d0g8n3jihnf8h2	1	3	20180119040337
ohu48krvlietdp92324b7k8mp0	0	4	20170425183936
84d87mqqmieptle5gf09c7u091	1	4	20170425180223
k3bhf5ol1apumq5blgu9kf6a36	0	4	20170402084101
fhrvd5m1a9u1sp9dtbla3k6ug0	1	4	20170320154739
a6ko14vll8h3t727j3anksp9r6	0	4	20170222191116
gtcvi6o2g9un670viectanc3g3	0	4	20170212121423
uk0tifiaerdbfapt010bc2i332	0	5	20170210172205
jemprrvtnt7p2ecr4tr653kep5	0	2	20170105234404
hbgaeo2c62ft16o7k3oib5fk95	0	5	20170101213810
0usdkvioeoul8gsgruqlaekmu4	0	4	20161231230013
gjd1ivlqm36mmosf80e2s0qaf2	0	5	20161220224615
pag6bc60iou3f2c1eqlhu7dc53	0	2	20161220222009
kffjv6v085m1trnd81quqlsn81	0	4	20161220191904
gu8kj20sfojde47nrqdd96sek1	0	3	20181002005407
s0g1tg3b66o1b94kp4kdm1ld07	0	4	20181001212038
rqcj09n6un9672rtnitvq956v1	0	4	20181001150429
o3mk3a9iqh86tlplal1r0oce92	0	4	20180908154337
2kqnbomijrt3jlgqqgg3gdp4i3	0	1	20180801233446
l1t25c67jv80o4me1o0o0u66k7	1	4	20180619215756
gmc9jv4tvda0h54ouho2gmll37	0	4	20180118151120
ab4m15ncf0lsfma43993g4alu6	1	4	20180118131031
ghb8fjuc2s8mvptl2e7gcehcu5	0	5	20170425152248
s71vukpm0dt56bng991c01inc0	1	2	20170317094926
mgnf93v4ggbcgqlratlnmoo723	0	4	20170222155502
f3pbt57cftk28aefu3a482qei0	0	1	20170222145118
l95i4n0b8b0puh7pebfqkmml47	1	5	20170221002556
gsdg900d3qui19ripcebcf6sp4	0	5	20170210210509
aed099chfjgas541leclcpkv21	1	5	20170208233738
tel99pifoodo9vh5v27t8mf691	0	5	20170206000752
iq2nbtbpmdlr2ltktfpjb5bt64	0	5	20170103190235
7k3fqd5jj78m3nhqt740vq98u4	0	2	20170102235147
o34bkgvi3e9jkcgi5gkifodo56	0	4	20170102014046
p5d0gb320su9c9kpum8q3t0f53	0	5	20161229174347
arnt0rq5bm4mcl74fhujaqr4m4	1	5	20161227180247
n8p9coulpj69n45211djgfj5m2	0	1	20161221014649
aeh99g7kaik9qvhhhivi0fi955	0	5	20181001175050
2na1j7c82vmcnk61qbbr78gtn1	0	5	20181001163757
n3msj1qclbaq5l3cu9je3idbr0	1	5	20181001155730
8h74ldqqja82si4q29h6fhove6	0	5	20181001133250
tktufafpafakihptf43p3b9jq5	0	3	20180911181144
i6qibin8jrgiudvmro8r9d2pp6	0	4	20180723054728
5iigqvfg173mj08d2igvo388p0	1	2	20180509174110
rupdk6gu0nrdccg0m765tuoc30	1	5	20180126153635
dep3jnoldej7u78elhf4n1dgq1	1	4	20170401053435
m1b4roc7as9i9nsc1g6809dej4	0	5	20170324163546
gpkmeumff1gt29p0svr7l8r0p5	1	4	20170317054316
vovjem42oh2velc5vms8psjse6	1	4	20170303012811
1kicq7qs24npjugu9ek7ur2ld2	0	2	20170226174434
6dga9hbqpmkk9r195a6gag9hd0	0	2	20170212104657
aaq2bhmk0m9gqs9rvdg39g5vl6	0	1	20170212093106
7if5eb2phou3oj4c7fj26abhp7	1	4	20170212035701
ml663bu8gkk7iitk9rpapjrbk3	1	4	20170202145520
rmkbugata40cfgh05o8otb5f44	0	1	20161223093644
75rcb0k4dtrh4re9ejdacj03d3	0	2	20181002040148
5m81bgi90u8ohvtj4jlcgugip4	0	4	20181001185123
fr57slu7lnabk68d7q0fvi5lf6	0	2	20181001162429
iavb7oj2i9k4kuns5u3vr5c8k3	0	2	20181001130900
n27pboid77kqifje6f4g65b073	0	1	20180924072416
fen1cqf4oi7cp7gbec91ao1rv6	0	4	20180921005553
ue5r9ri070prcr00n69uvrtjt2	0	5	20180919212007
jl1q2i0nnjntsdfu7gre9imk63	0	5	20180716211601
fsfad1k8h220mpcfbr5cmodbg6	1	4	20180118135030
747ag5h478dc2v7ksivpummrb5	1	4	20170425140709
3va4u3ff14nvjla2mdjr1riaa0	0	2	20170223040114
1svdqjtb7dmiigsg250gknj3u2	0	2	20170222224214
mqtarmv46o9fjo0i1atirj7hf5	1	2	20170219164720
h07ddk1nbj4gsc3japnp0rdtq2	0	4	20170218182044
67e4nlfb6nanp2la9qkts5uie3	0	3	20170214144944
19qv22in63fvnkos9pcdn67gk2	0	5	20170214021916
d4u06lr0tj2arkraj1jachotg6	0	4	20170213195638
uuagm4na9v5fos1q2h99p2hi60	1	4	20170212164816
rn726bngn0pmsduba60mafjj87	0	2	20170203223439
v86su5o7k4l4q58m795cea0fa1	0	1	20170202192709
gulod0rulq0kmjd5cc7avfinr4	1	3	20170131204043
5suulbrr5qa78uco3lc69hv5r2	0	4	20170131192229
8aj0dcd9noksinsfsb6vl7u4e7	0	4	20161231033044
e43voec250jtjve4q3hp8sj9m6	1	4	20181001232630
t3r02iivdb7igtela341fqeb66	0	5	20181001213527
r3sbom390ai0bnrj7tjjhuqff3	1	5	20181001151137
34ve36o41p2mjo9tsecjm99eb7	0	2	20181001135214
ffp3bkq2511ocrkt1ttvuern00	0	4	20180824054747
n66q52130hnegtm0cdtnoaohc0	1	4	20180126042857
t23it3geqh69aonlh5jsfr2v43	0	5	20180118232504
v9rag9ujdg15jq64ss5s3k8i57	1	4	20170224191932
r3oug6v5llqdka3vskn2cvspj7	0	4	20170222091028
rccvlkekh5b0ek4f1omuhof2p5	0	4	20170213143627
ngh7v69ipqndtnbc61tddd4i02	1	5	20170211041041
pq442krphcrj23evqe3fgt35j7	0	5	20170209054420
5v3hbqg9pvaru0ap193s4ao215	0	5	20170202035049
g6anj50a9ucm52kc7tontobtv0	0	5	20170101210624
r6euiis4skjjamb4kd7v7n5s73	0	2	20161222190812
onsl80atlt653uop4t7hhn64t3	0	4	20181002034341
gs7475e7aeifv31i8pg3mok5f6	0	1	20181002004616
rubs3tq34qhba12amdk9dv7su0	0	4	20181001132225
q4nfm8qhv8h9j007ll9e8g6sq3	1	4	20180919122135
a6i09obpo4m7b2j4ck14f674c3	0	1	20180904233355
itjfjh0onjr07ecng3blrs6qq3	0	4	20180830044704
8b68ind2jjk2f6nr6rq8dj9kk5	0	5	20180723023042
tlo3cjf887dkc0imtkt0m0qg96	0	4	20180716142737
ug0jc4abg7ejj3bou7ip531q30	0	4	20180118134448
kd87vjnqgh2jdqffvph2ghtl81	0	2	20170321090933
r7damihfado5fi9kubrr5oddv2	0	1	20170317205725
q22jtue4qshvfl07ooim2cffe3	1	4	20170219171158
e674s3f99iklej0l8h2v0a8ek3	0	4	20170215184227
vn7ime5pg14l42he2s5la9j081	1	5	20170213160848
1mk4f5cni2savisvdb4ktari71	1	5	20170212032617
